player_name;club;position;height_cm;weight_kg;age;nationality;season;matches_played;matches_started;minutes_played;points_scored;tries;penalties_scored;penalty_attempts;penalty_success_rate;conversion_attempts;conversion_success_rate;balls_kicked;meters_kicked;tackles_broken;passes;carries;meters_carried;line_breaks;offloads;drop_success_rate;turnovers_won;interceptions;tackles_made;tackle_success_rate;penalties_conceded;yellow_cards;orange_cards;red_cards;points_per_match;tries_per_match;tackles_per_match;meters_per_match;meters_per_carry;minutes_per_match;tackle_efficiency
Vinaya Habosi;Racing 92;Ailier;184;100;23;France;2023-2024;10;9;632;5;1;0;0;0;0;0;7;217;25;12;61;643;2;4;0;4;0;35;74;3;0;0;0;0.5;0.1;3.5;64.3;10.370967741935484;63.2;25.9
Vinaya Habosi;Racing 92;Ailier;184;100;24;France;2024-2025;19;17;1324;15;3;0;0;0;0;0;10;265;45;36;153;1284;9;14;0;4;0;88;66;18;2;0;0;0.7894736842105263;0.15789473684210525;4.631578947368421;67.57894736842105;8.337662337662337;69.6842105263158;58.08
Josua Tuisova;Racing 92;Ailier;180;113;29;Fiji;2023-2024;5;5;363;10;2;0;0;0;0;0;0;0;10;18;48;422;4;5;0;0;1;16;76;1;0;0;0;2.0;0.4;3.2;84.4;8.612244897959183;72.6;12.16
Josua Tuisova;Racing 92;Ailier;180;113;30;Fiji;2024-2025;23;22;1560;15;3;0;0;0;0;0;6;212;82;60;186;1889;18;17;0;7;0;117;74;13;1;0;0;0.6521739130434783;0.13043478260869565;5.086956521739131;82.1304347826087;10.101604278074866;67.82608695652173;86.58
Gael Fickou;Racing 92;Centre;190;99;29;France;2023-2024;15;14;1119;10;2;0;0;0;0;0;14;475;27;94;100;889;4;9;0;3;0;107;75;9;0;0;0;0.6666666666666666;0.13333333333333333;7.133333333333334;59.266666666666666;8.801980198019802;74.6;80.25
Gael Fickou;Racing 92;Centre;190;99;30;France;2024-2025;20;17;1383;27;5;0;0;0;1;100;14;284;36;129;118;957;8;16;0;5;2;143;76;11;1;0;0;1.35;0.25;7.15;47.85;8.042016806722689;69.15;108.68
Ibrahim Diallo;Racing 92;3ème ligne;192;108;25;France;2023-2024;18;12;984;0;0;0;0;0;0;0;0;0;18;42;78;419;0;1;0;1;0;147;86;13;1;0;0;0.0;0.0;8.166666666666666;23.27777777777778;5.30379746835443;54.666666666666664;126.42
Ibrahim Diallo;Racing 92;3ème ligne;192;108;26;France;2024-2025;22;18;1349;10;2;0;0;0;0;0;0;0;19;43;128;716;3;1;0;2;0;213;82;17;1;0;1;0.45454545454545453;0.09090909090909091;9.681818181818182;32.54545454545455;5.550387596899225;61.31818181818182;174.66
Maxime Baudonne;Racing 92;3ème ligne;190;95;21;France;2023-2024;25;13;1157;20;4;0;0;0;0;0;2;15;6;93;92;551;1;4;0;4;0;176;84;9;0;0;0;0.8;0.16;7.04;22.04;5.924731182795699;46.28;147.84
Maxime Baudonne;Racing 92;3ème ligne;190;95;22;France;2024-2025;22;16;1271;20;4;0;0;0;0;0;2;79;11;91;91;465;6;3;0;5;0;203;85;14;0;0;0;0.9090909090909091;0.18181818181818182;9.227272727272727;21.136363636363637;5.054347826086956;57.77272727272727;172.55
Hassan Kolingar;Racing 92;Talonneur;184;115;25;France;2023-2024;21;15;1020;0;0;0;0;0;0;0;0;0;16;24;87;375;0;4;0;1;0;171;83;18;2;0;0;0.0;0.0;8.142857142857142;17.857142857142858;4.261363636363637;48.57142857142857;141.93
Hassan Kolingar;Racing 92;Talonneur;184;115;26;France;2024-2025;14;6;547;0;0;0;0;0;0;0;0;0;14;7;53;240;0;0;0;0;0;97;84;15;0;0;0;0.0;0.0;6.928571428571429;17.142857142857142;4.444444444444445;39.07142857142857;81.48
Romain Taofifenua;Racing 92;2ème ligne;203;138;33;France;2023-2024;15;12;834;10;2;0;0;0;0;0;1;28;8;37;71;317;0;9;0;6;0;102;78;9;1;0;1;0.6666666666666666;0.13333333333333333;6.8;21.133333333333333;4.402777777777778;55.6;79.56
Romain Taofifenua;Racing 92;2ème ligne;203;138;34;France;2024-2025;19;11;839;20;4;0;0;0;0;0;0;0;11;53;118;506;1;14;0;7;0;114;83;11;3;0;0;1.0526315789473684;0.21052631578947367;6.0;26.63157894736842;4.2521008403361344;44.1578947368421;94.62
Sébastien Bézy;ASM Clermont;Demi de mêlée;174;76;31;France;2023-2024;22;15;1131;0;0;0;0;0;0;0;133;3343;19;932;97;452;3;9;0;3;1;95;71;4;0;0;0;0.0;0.0;4.318181818181818;20.545454545454547;4.612244897959184;51.40909090909091;67.45
Sébastien Bézy;ASM Clermont;Demi de mêlée;174;76;32;France;2024-2025;25;10;936;10;1;1;1;100;2;100;115;2592;10;675;55;326;4;8;0;3;0;83;74;4;1;0;0;0.4;0.04;3.32;13.04;5.821428571428571;37.44;61.42
Selevasio Tolofua;ASM Clermont;Centre;186;116;26;France;2023-2024;21;13;1080;10;2;0;0;0;0;0;2;28;37;73;151;789;0;13;0;10;0;140;80;10;1;0;0;0.47619047619047616;0.09523809523809523;6.666666666666667;37.57142857142857;5.190789473684211;51.42857142857143;112.0
Selevasio Tolofua;ASM Clermont;Centre;186;116;27;France;2024-2025;14;6;525;5;1;0;0;0;0;0;1;29;24;33;80;440;4;8;0;2;0;81;77;1;0;0;0;0.35714285714285715;0.07142857142857142;5.785714285714286;31.428571428571427;5.432098765432099;37.5;62.37
Léon Darricarrere;ASM Clermont;Centre;187;98;19;France;2023-2024;17;10;861;15;3;0;0;0;0;0;3;54;21;32;53;472;4;5;0;0;0;53;62;0;0;0;0;0.8823529411764706;0.17647058823529413;3.1176470588235294;27.764705882352942;8.74074074074074;50.64705882352941;32.86
Léon Darricarrere;ASM Clermont;Centre;187;98;20;France;2024-2025;17;15;1129;10;2;0;0;0;0;0;7;98;14;51;82;683;4;12;0;0;0;69;61;8;0;0;0;0.5882352941176471;0.11764705882352941;4.0588235294117645;40.1764705882353;8.228915662650602;66.41176470588235;42.09
Alex Newsome;ASM Clermont;Arrière;189;93;28;Australia;2023-2024;20;20;1574;10;2;0;0;0;0;0;68;2431;26;134;212;2095;7;22;0;2;0;46;62;4;0;0;0;0.5;0.1;2.3;104.75;9.835680751173708;78.7;28.52
Alex Newsome;ASM Clermont;Arrière;189;93;29;Australia;2024-2025;20;20;1600;15;3;0;0;0;0;0;44;1298;42;121;180;1693;11;10;0;1;0;41;54;5;0;0;0;0.75;0.15;2.05;84.65;9.353591160220995;80.0;22.14
Alivereti Raka;ASM Clermont;Ailier;189;94;28;Fiji;2023-2024;18;18;1391;50;10;0;0;0;0;0;25;691;63;45;175;1667;21;12;0;4;1;61;59;7;0;0;0;2.7777777777777777;0.5555555555555556;3.388888888888889;92.61111111111111;9.471590909090908;77.27777777777777;35.99
Alivereti Raka;ASM Clermont;Ailier;189;94;29;Fiji;2024-2025;18;18;1312;35;7;0;0;0;0;0;14;381;42;74;149;1396;18;19;0;1;0;53;62;10;2;0;0;1.9444444444444444;0.3888888888888889;2.9444444444444446;77.55555555555556;9.306666666666667;72.88888888888889;32.86
Pita-Gus Sowakula;ASM Clermont;3ème ligne;196;117;29;Fiji;2023-2024;10;8;618;5;1;0;0;0;0;0;2;65;11;51;99;531;2;9;0;2;0;64;75;9;1;0;0;0.5;0.1;6.4;53.1;5.31;61.8;48.0
Pita-Gus Sowakula;ASM Clermont;3ème ligne;196;117;30;Fiji;2024-2025;15;14;1107;5;1;0;0;0;0;0;3;133;19;82;166;837;2;27;0;6;0;147;76;6;1;0;0;0.3333333333333333;0.06666666666666667;9.8;55.8;5.0119760479041915;73.8;111.72
Etienne Fourcade;ASM Clermont;Talonneur;180;103;26;France;2023-2024;14;9;656;10;2;0;0;0;0;0;0;0;7;29;84;339;1;3;0;1;0;71;70;8;0;0;0;0.7142857142857143;0.14285714285714285;5.071428571428571;24.214285714285715;3.988235294117647;46.857142857142854;49.7
Etienne Fourcade;ASM Clermont;Talonneur;180;103;27;France ;2024-2025;16;8;668;25;5;0;0;0;0;0;1;0;11;37;77;356;3;2;0;2;0;80;76;7;0;0;0;1.5625;0.3125;5.0;22.25;4.564102564102564;41.75;60.8
Killian Tixeront;ASM Clermont;3ème ligne;196;107;21;France;2023-2024;22;13;999;5;1;0;0;0;0;0;0;0;6;41;48;274;2;3;0;0;0;134;79;4;0;0;0;0.22727272727272727;0.045454545454545456;6.090909090909091;12.454545454545455;5.591836734693878;45.40909090909091;105.86
Killian Tixeront;ASM Clermont;3ème ligne;196;107;22;France ;2024-2025;24;16;1313;20;4;0;0;0;0;0;0;0;10;66;47;335;3;2;0;1;0;183;77;10;1;0;0;0.8333333333333334;0.16666666666666666;7.625;13.958333333333334;6.979166666666667;54.708333333333336;140.91
Cristian Ojovan;ASM Clermont;Pilier;183;120;26;Moldova;2023-2024;17;7;555;0;0;0;0;0;0;0;0;0;3;11;57;221;0;0;0;1;0;76;78;13;0;0;0;0.0;0.0;4.470588235294118;13.0;3.810344827586207;32.64705882352941;59.28
Cristian Ojovan;ASM Clermont;Pillier;183;120;27;Moldova;2024-2025;26;16;1128;0;0;0;0;0;0;0;0;0;4;15;78;325;0;0;0;1;0;112;81;21;1;0;0;0.0;0.0;4.3076923076923075;12.5;4.113924050632911;43.38461538461539;90.72
Thomas Ceyte;ASM Clermont;2ème ligne;196;117;32;France;2023-2024;22;20;1416;10;2;0;0;0;0;0;0;0;8;76;142;773;7;16;0;2;1;158;77;28;1;0;0;0.45454545454545453;0.09090909090909091;7.181818181818182;35.13636363636363;5.405594405594406;64.36363636363636;121.66
Thomas Ceyte;ASM Clermont;2ème ligne;196;117;33;France;2024-2025;25;22;1602;15;3;0;0;0;0;0;1;31;10;94;143;668;3;21;0;1;1;173;75;31;1;0;0;0.6;0.12;6.92;26.72;4.638888888888889;64.08;129.75
Thibaud Flament;Stade Toulousain;2ème ligne;203;116;26;France;2023-2024;12;11;809;0;0;0;0;0;0;0;0;0;3;51;89;412;2;5;0;0;0;86;83;7;0;0;0;0.0;0.0;7.166666666666667;34.333333333333336;4.5777777777777775;67.41666666666667;71.38
Thibaud Flament;Stade Toulousain;2ème ligne;203;116;27;France;2024-2025;17;11;879;10;2;0;0;0;0;0;0;0;5;72;89;488;1;7;0;1;0;78;80;8;0;0;0;0.5882352941176471;0.11764705882352941;4.588235294117647;28.705882352941178;5.4222222222222225;51.705882352941174;62.4
Brad Weber;Stade Français;Demi de mêlée;172;75;32;New Zealand;2023-2024;19;13;970;0;0;0;0;0;0;0;102;2074;24;705;58;302;5;8;0;2;1;83;69;3;2;0;0;0.0;0.0;4.368421052631579;15.894736842105264;5.11864406779661;51.05263157894737;57.27
Brad Weber;Stade Français;Demi de mêlée;172;75;33;New Zealand;2024-2025;14;12;940;15;3;0;0;0;0;0;90;1970;16;702;54;368;3;7;0;0;0;69;70;3;0;0;0;1.0714285714285714;0.21428571428571427;4.928571428571429;26.285714285714285;6.6909090909090905;67.14285714285714;48.3
Louis Carbonel;Stade Français;Ouvreur;180;82;24;France;2023-2024;25;22;1621;204;1;38;38;70;98;76;143;4465;29;366;144;1015;7;7;20;2;0;122;66;2;0;0;0;8.16;0.04;4.88;40.6;7.0;64.84;80.52
Louis Carbonel;Stade Français;Ouvreur;180;82;25;France;2024-2025;17;14;1029;137;2;24;24;75;66;75;119;3927;18;228;66;490;2;3;33;1;0;68;62;2;0;0;0;8.058823529411764;0.11764705882352941;4.0;28.823529411764707;7.313432835820896;60.529411764705884;42.16
Léo Barré;Stade Français;Ailier;189;89;21;France;2023-2024;24;18;1574;16;2;0;0;0;4;75;132;4654;55;150;217;1884;12;17;0;0;0;48;63;1;0;0;0;0.6666666666666666;0.08333333333333333;2.0;78.5;8.642201834862385;65.58333333333333;30.24
Léo Barré;Stade Français;Ailier;189;89;22;France;2024-2025;21;17;1349;5;1;0;0;0;0;0;98;3345;59;156;177;1565;5;29;0;1;1;36;55;4;0;0;0;0.23809523809523808;0.047619047619047616;1.7142857142857142;74.52380952380952;8.792134831460674;64.23809523809524;19.8
Peniasi Dakuwaqa;Stade Français;Arrière;186;95;26;Fiji;2023-2024;15;11;904;30;6;0;0;0;0;0;8;160;26;21;63;918;16;7;0;0;0;53;54;8;2;0;0;2.0;0.4;3.533333333333333;61.2;14.34375;60.266666666666666;28.62
Peniasi Dakuwaqa;Stade Français;Arrière;186;95;27;Fiji;2024-2025;13;11;927;30;6;0;0;0;0;0;14;308;22;28;66;731;14;9;0;0;0;54;61;7;0;0;0;2.3076923076923075;0.46153846153846156;4.153846153846154;56.23076923076923;10.91044776119403;71.3076923076923;32.94
Samuel Ezeala;Stade Français;Centre;187;99;23;Spain;2023-2024;17;16;1153;45;9;0;0;0;0;0;5;145;24;26;95;924;12;6;0;0;3;61;68;4;0;0;0;2.6470588235294117;0.5294117647058824;3.588235294117647;54.35294117647059;9.625;67.82352941176471;41.48
Samuel Ezeala;Stade Français;Centre;187;99;24;Spain;2024-2025;22;15;1245;20;4;0;0;0;0;0;13;407;27;28;78;763;9;3;0;0;0;90;66;8;2;0;0;0.9090909090909091;0.18181818181818182;4.090909090909091;34.68181818181818;9.658227848101266;56.59090909090909;59.4
Paul Gabrillagues;Stade Français;2ème ligne;197;106;30;France;2023-2024;21;18;1393;0;0;0;0;0;0;0;0;0;6;60;79;272;1;7;0;2;0;215;89;11;1;0;0;0.0;0.0;10.238095238095237;12.952380952380953;3.4;66.33333333333333;191.35
Paul Gabrillagues;Stade Français;2ème ligne;197;106;31;France;2024-2025;25;22;1808;5;1;0;0;0;0;0;0;0;12;77;113;419;0;5;0;1;0;230;87;7;0;0;0;0.2;0.04;9.2;16.76;3.675438596491228;72.32;200.1
Tanginoa Halaifonua;Stade Français;3ème ligne;196;115;27;Tonga;2023-2024;20;15;1161;0;0;0;0;0;0;0;1;6;14;31;127;620;1;4;0;8;0;147;75;16;1;0;1;0.0;0.0;7.35;31.0;4.84375;58.05;110.25
Tanginoa Halaifonua;Stade Français;3ème ligne;196;115;28;Tonga;2024-2025;21;19;1394;5;1;0;0;0;0;0;0;0;18;44;157;824;2;11;0;3;0;143;75;16;2;0;0;0.23809523809523808;0.047619047619047616;6.809523809523809;39.23809523809524;5.215189873417722;66.38095238095238;107.25
Lucas Peyresblanques;Stade Français;Talonneur;181;96;25;France;2023-2024;22;7;826;35;7;0;0;0;0;0;2;36;17;25;96;489;3;11;0;7;1;120;82;6;0;0;0;1.5909090909090908;0.3181818181818182;5.454545454545454;22.227272727272727;5.041237113402062;37.54545454545455;98.4
Lucas Peyresblanques;Stade Français;Talonneur;181;96;26;France;2024-2025;24;14;1023;20;4;0;0;0;0;0;2;64;22;38;115;587;3;8;0;4;0;138;79;7;1;0;0;0.8333333333333334;0.16666666666666666;5.75;24.458333333333332;5.060344827586207;42.625;109.02
Maxime Machenaud;Aviron Bayonnais;Demi de mêlée;174;87;34;France;2023-2024;22;15;1063;27;3;2;2;100;7;71;101;2780;4;832;46;165;2;6;0;3;0;79;60;7;1;0;0;1.2272727272727273;0.13636363636363635;3.590909090909091;7.5;3.5106382978723403;48.31818181818182;47.4
Maxime Machenaud;Aviron Bayonnais;Demi de mêlée;174;87;35;France;2024-2025;20;11;874;10;2;0;0;0;0;0;61;1356;4;670;46;203;1;11;0;3;0;90;73;8;0;0;0;0.5;0.1;4.5;10.15;4.319148936170213;43.7;65.7
Joris Segonds;Aviron Bayonnais;Ouvreur;180;89;26;France;2023-2024;23;16;1274;147;1;31;31;70;73;69;187;6650;9;270;88;578;2;8;37;0;0;59;65;3;0;0;0;6.391304347826087;0.043478260869565216;2.5652173913043477;25.130434782608695;6.49438202247191;55.391304347826086;38.35
Joris Segonds;Aviron Bayonnais;Ouvreur;180;89;27;France;2024-2025;28;18;1583;195;1;38;38;74;96;72;213;8482;8;426;69;436;1;6;40;1;0;129;72;4;0;0;0;6.964285714285714;0.03571428571428571;4.607142857142857;15.571428571428571;6.228571428571429;56.535714285714285;92.88
Tom Spring;Aviron Bayonnais;Arrière;186;87;21;France;2023-2024;17;5;551;10;2;0;0;0;0;0;28;1133;25;28;83;956;9;7;0;0;0;14;52;0;0;0;0;0.5882352941176471;0.11764705882352941;0.8235294117647058;56.23529411764706;11.380952380952381;32.411764705882355;7.28
Tom Spring;Aviron Bayonnais;Arrière;186;87;22;France;2024-2025;21;15;1318;20;4;0;0;0;0;0;25;724;42;78;117;1033;12;5;0;0;0;63;60;5;0;0;0;0.9523809523809523;0.19047619047619047;3.0;49.19047619047619;8.754237288135593;62.76190476190476;37.8
Sireli Maqala;Aviron Bayonnais;Centre;172;88;23;Fiji;2023-2024;7;3;295;5;1;0;0;0;0;0;3;99;9;11;22;228;3;1;0;0;0;23;74;4;1;0;0;0.7142857142857143;0.14285714285714285;3.2857142857142856;32.57142857142857;9.91304347826087;42.142857142857146;17.02
Sireli Maqala;Aviron Bayonnais;Centre;172;88;24;Fiji;2024-2025;20;20;1550;55;11;0;0;0;0;0;5;154;77;64;161;1686;21;19;0;13;0;96;65;15;1;0;0;2.75;0.55;4.8;84.3;10.407407407407407;77.5;62.4
Mateo Carreras;Aviron Bayonnais;Ailier;173;84;23;Spain;2023-2024;8;5;384;5;1;0;0;0;0;0;2;52;18;11;41;370;6;5;0;1;0;30;73;5;0;0;0;0.625;0.125;3.75;46.25;8.80952380952381;48.0;21.9
Mateo Carreras;Aviron Bayonnais;Ailier;173;84;24;Spain;2024-2025;16;16;1238;15;3;0;0;0;0;0;19;699;78;22;131;1318;13;6;0;2;1;60;62;12;0;0;0;0.9375;0.1875;3.75;82.375;9.984848484848484;77.375;37.2
Manu Tuilagi;Aviron Bayonnais;Centre;185;108;33;Great Britain;2024-2025;20;18;1329;5;1;0;0;0;0;0;3;84;33;81;145;1105;7;5;0;0;3;105;71;10;1;0;0;0.25;0.05;5.25;55.25;7.568493150684931;66.45;74.55
Esteban Capilla;Aviron Bayonnais;3ème ligne;197;99;21;France;2024-2025;15;12;805;15;3;0;0;0;0;0;2;29;24;53;72;451;3;9;0;1;0;144;80;18;3;0;1;1.0;0.2;9.6;30.066666666666666;6.178082191780822;53.666666666666664;115.2
Lucas Paulos;Aviron Bayonnais;2ème ligne;199;123;25;Spain;2023-2024;19;15;1087;15;3;0;0;0;0;0;0;0;6;42;99;442;0;2;0;2;0;147;83;13;0;0;0;0.7894736842105263;0.15789473684210525;7.7368421052631575;23.263157894736842;4.42;57.21052631578947;122.01
Lucas Paulos;Aviron Bayonnais;2ème ligne;199;123;26;Spain;2024-2025;20;14;1014;5;1;0;0;0;0;0;0;0;4;35;67;292;0;2;0;4;1;114;81;19;1;0;0;0.25;0.05;5.7;14.6;4.294117647058823;50.7;92.34
Jérémy Fernandez;Castres Olympique;Demi de mêlée;176;90;26;France;2023-2024;25;14;998;50;7;3;3;60;10;70;110;3222;32;596;110;581;6;9;0;5;0;63;58;5;1;0;0;2.0;0.28;2.52;23.24;5.2342342342342345;39.92;36.54
Jérémy Fernandez;Castres Olympique;Demi de mêlée;176;90;27;France;2024-2025;23;12;999;143;2;31;31;91;59;86;146;4474;10;510;70;266;0;1;0;1;0;88;68;3;0;0;0;6.217391304347826;0.08695652173913043;3.8260869565217392;11.565217391304348;3.7464788732394365;43.43478260869565;59.84
Louis Le Brun;Castres Olympique;Ouvreur;188;100;21;France;2023-2024;21;13;999;118;3;25;25;75;54;72;87;2732;26;167;139;1143;8;19;0;3;0;101;72;6;1;0;0;5.619047619047619;0.14285714285714285;4.809523809523809;54.42857142857143;8.164285714285715;47.57142857142857;72.72
Louis Le Brun;Castres Olympique;Ouvreur;188;100;22;France;2024-2025;23;19;1437;141;4;23;23;65;71;69;139;4068;36;238;154;1159;3;11;0;9;0;160;76;11;3;0;0;6.130434782608695;0.17391304347826086;6.956521739130435;50.391304347826086;7.47741935483871;62.47826086956522;121.6
Geoffrey Palis;Castres Olympique;Arrière;188;96;32;France;2023-2024;13;11;851;5;1;0;0;0;0;0;13;426;13;26;53;466;8;3;0;0;0;44;57;3;1;0;0;0.38461538461538464;0.07692307692307693;3.3846153846153846;35.84615384615385;8.62962962962963;65.46153846153847;25.08
Geoffrey Palis;Castres Olympique;Arrière;188;96;33;France;2024-2025;21;21;1495;35;6;1;1;100;3;66;55;1954;21;56;126;1156;13;6;0;1;2;87;58;13;3;0;0;1.6666666666666667;0.2857142857142857;4.142857142857143;55.04761904761905;9.10236220472441;71.19047619047619;50.46
Rémy Baget;Castres Olympique;Ailier;182;89;26;France;2023-2024;18;16;1240;25;5;0;0;0;0;0;39;929;29;53;89;700;11;11;0;2;1;55;60;11;0;0;0;1.3888888888888888;0.2777777777777778;3.0555555555555554;38.888888888888886;7.777777777777778;68.88888888888889;33.0
Rémy Baget;Castres Olympique;Ailier;182;89;27;France;2024-2025;23;23;1689;35;7;0;0;0;0;0;21;589;26;76;101;977;23;20;0;1;2;76;60;10;1;0;0;1.5217391304347827;0.30434782608695654;3.3043478260869565;42.47826086956522;9.57843137254902;73.43478260869566;45.6
Elias Goodhue;Castres Olympique;Centre;188;100;28;New Zealand;2023-2024;7;7;446;10;2;0;0;0;0;0;1;0;8;34;32;279;3;5;0;0;0;39;67;1;0;0;0;1.4285714285714286;0.2857142857142857;5.571428571428571;39.857142857142854;8.454545454545455;63.714285714285715;26.13
Elias Goodhue;Castres Olympique;Centre;188;100;29;New Zealand;2024-2025;21;20;1593;0;0;0;0;0;0;0;3;47;28;120;123;928;8;13;0;3;1;162;70;10;0;0;0;0.0;0.0;7.714285714285714;44.19047619047619;7.483870967741935;75.85714285714286;113.4
Mathieu Babillot;Castres Olympique;3ème ligne;190;110;30;France;2023-2024;19;16;1207;5;1;0;0;0;0;0;2;26;6;60;75;399;4;12;0;11;0;134;79;17;1;0;0;0.2631578947368421;0.05263157894736842;7.052631578947368;21.0;5.25;63.526315789473685;105.86
Mathieu Babillot;Castres Olympique;3ème ligne;190;110;31;France;2024-2025;24;23;1799;15;3;0;0;0;0;0;2;68;17;76;121;531;3;7;0;10;0;210;79;19;0;0;0;0.625;0.125;8.75;22.125;4.352459016393443;74.95833333333333;165.9
Loris Zarantonello;Castres Olympique;Talonneur;183;102;23;France;2023-2024;26;6;860;0;0;0;0;0;0;0;2;38;7;24;112;552;4;7;0;6;1;159;87;12;0;0;0;0.0;0.0;6.115384615384615;21.23076923076923;4.884955752212389;33.07692307692308;138.33
Loris Zarantonello;Castres Olympique;Talonneur;183;102;24;France;2024-2025;18;3;551;5;1;0;0;0;0;0;0;0;5;13;77;319;1;3;0;3;0;112;82;11;0;0;0;0.2777777777777778;0.05555555555555555;6.222222222222222;17.72222222222222;4.089743589743589;30.61111111111111;91.84
Quentin Walcker;Castres Olympique;Pilier;181;105;27;France;2023-2024;7;5;286;0;0;0;0;0;0;0;0;0;0;8;16;76;0;0;0;2;0;38;78;9;1;0;0;0.0;0.0;5.428571428571429;10.857142857142858;4.470588235294118;40.857142857142854;29.64
Quentin Walcker;Castres Olympique;Pilier;181;105;28;France;2024-2025;23;19;1156;0;0;0;0;0;0;0;0;0;2;31;79;311;0;1;0;4;0;151;82;32;0;0;0;0.0;0.0;6.565217391304348;13.521739130434783;3.8875;50.26086956521739;123.82
Léo Coly;Montpellier Hérault Rugby;Demi de mêlée;175;76;24;France;2023-2024;19;9;797;21;0;5;5;83;13;61;105;2785;17;489;75;303;4;9;0;0;1;71;67;5;1;0;0;1.105263157894737;0.0;3.736842105263158;15.947368421052632;3.986842105263158;41.94736842105263;47.57
Léo Coly;Montpellier Hérault Rugby;Demi de mêlée;175;76;25;France;2024-2025;19;11;935;99;3;18;18;69;46;71;141;3491;8;527;67;365;4;8;0;0;1;75;72;2;0;0;0;5.2105263157894735;0.15789473684210525;3.9473684210526314;19.210526315789473;5.367647058823529;49.21052631578947;54.0
Auguste Cadot;Montpellier Hérault Rugby;Ouvreur;181;91;22;France;2023-2024;11;8;551;15;3;0;0;0;0;0;4;26;16;39;28;312;4;3;0;1;0;53;79;2;0;0;0;1.3636363636363635;0.2727272727272727;4.818181818181818;28.363636363636363;10.758620689655173;50.09090909090909;41.87
Auguste Cadot;Montpellier Hérault Rugby;Ouvreur;181;91;23;France;2024-2025;20;14;1072;0;0;0;0;0;0;0;7;169;23;56;78;637;6;8;0;1;1;82;75;1;0;0;0;0.0;0.0;4.1;31.85;8.063291139240507;53.6;61.5
Tyler Duguid;Montpellier Hérault Rugby;2ème ligne;201;124;23;Canada;2023-2024;25;14;1227;5;1;0;0;0;0;0;0;0;5;29;143;616;0;4;0;3;0;209;84;16;2;0;0;0.2;0.04;8.36;24.64;4.277777777777778;49.08;175.56
Tyler Duguid;Montpellier Hérault Rugby;2ème ligne;201;124;24;Canada;2024-2025;24;18;1456;5;1;0;0;0;0;0;0;0;10;33;166;700;1;8;0;2;0;204;82;14;1;0;0;0.20833333333333334;0.041666666666666664;8.5;29.166666666666668;4.191616766467066;60.666666666666664;167.28
Madosha Tambwe;Montpellier Hérault Rugby;Ailier;186;92;26;Democratic Republic of the Congo;2023-2024;14;12;945;35;7;0;0;0;0;0;9;328;59;44;112;1405;18;5;0;0;0;47;64;5;1;0;0;2.5;0.5;3.357142857142857;100.35714285714286;12.43362831858407;67.5;30.08
Madosha Tambwe;Montpellier Hérault Rugby;Ailier;186;92;27;Democratic Republic of the Congo;2024-2025;12;12;934;15;3;0;0;0;0;0;16;436;27;22;61;580;6;1;0;0;1;44;56;8;2;0;0;1.25;0.25;3.6666666666666665;48.333333333333336;9.35483870967742;77.83333333333333;24.64
Arthur Vincent;Montpellier Hérault Rugby;Centre;182;92;24;France;2023-2024;19;16;1301;15;3;0;0;0;0;0;2;84;21;71;122;971;10;3;0;0;0;96;64;6;0;0;0;0.7894736842105263;0.15789473684210525;5.052631578947368;51.10526315789474;7.894308943089431;68.47368421052632;61.44
Arthur Vincent;Montpellier Hérault Rugby;Centre;182;92;25;France;2024-2025;23;17;1395;20;4;0;0;0;0;0;6;180;23;99;122;839;7;11;0;3;2;188;67;8;0;0;0;0.8695652173913043;0.17391304347826086;8.173913043478262;36.47826086956522;6.821138211382114;60.65217391304348;125.96
Alexandre Bécognée;Montpellier Hérault Rugby;3ème ligne;188;105;26;France;2023-2024;21;13;1040;5;1;0;0;0;0;0;2;59;15;51;143;686;1;2;0;5;0;173;82;13;0;0;0;0.23809523809523808;0.047619047619047616;8.238095238095237;32.666666666666664;4.763888888888889;49.523809523809526;141.86
Alexandre Bécognée;Montpellier Hérault Rugby;3ème ligne;188;105;27;France;2024-2025;23;17;1478;5;1;0;0;0;0;0;2;36;6;56;124;521;1;6;0;12;0;258;85;16;1;0;0;0.21739130434782608;0.043478260869565216;11.217391304347826;22.652173913043477;4.168;64.26086956521739;219.3
Yacouba Camara;Montpellier Hérault Rugby;3ème ligne;195;112;29;France;2023-2024;19;16;1033;0;0;0;0;0;0;0;0;0;7;51;73;318;2;5;0;6;0;162;86;15;0;0;0;0.0;0.0;8.526315789473685;16.736842105263158;4.297297297297297;54.36842105263158;139.32
Yacouba Camara;Montpellier Hérault Rugby;3ème ligne;195;112;30;France;2024-2025;23;18;1322;5;1;0;0;0;0;0;0;0;6;71;88;331;1;14;0;9;0;170;85;18;3;0;0;0.21739130434782608;0.043478260869565216;7.391304347826087;14.391304347826088;3.7191011235955056;57.47826086956522;144.5
Baptiste Erdocio;Montpellier Hérault Rugby;Pillier;172;115;23;France;2023-2024;26;16;1086;5;1;0;0;0;0;0;0;0;7;46;62;235;1;5;0;8;0;162;84;19;0;0;0;0.19230769230769232;0.038461538461538464;6.230769230769231;9.038461538461538;3.7301587301587302;41.76923076923077;136.08
Baptiste Erdocio;Montpellier Hérault Rugby;Pilier;172;115;24;France;2024-2025;20;14;962;5;1;0;0;0;0;0;0;0;4;33;56;221;1;7;0;3;0;130;86;17;2;0;0;0.25;0.05;6.5;11.05;3.8771929824561404;48.1;111.8
